"Sınıf","Tweet"
"malzeme-yiyecek","#Çeşme Alaçatı’daki yangında hayatını kaybeden vatandaşlarımıza Allah’tan rahmet, ailelerine sabır diliyoruz. Yangını kontrol altına almak için canla başla çalışan ekiplere ve destek veren yöre halkına teşekkür ediyoruz. Geçmiş olsun İzmir. Yangınla mücadelede ihtiyaç duyulan malzeme ve yiyecek yardımı için lütfen ilgili yardım kuruluşlarına başvurun"
"malzeme-yiyecek","Geçmiş olsun #Çeşme Çeşme Deliklikoy mevkiinde çıkan orman yangınında hayatını kaybeden vatandaşlarımıza rahmet, ailelerine başsağlığı dileriz.Yardımseverler, yangın bölgesine yiyecek ve malzeme gönderebilir"
"malzeme-yiyecek","Memleketin her bölgesinde aynı bitki örtüsü var ama yangınlar hep tatil beldelerinde çıkıyor. #Çeşme Orman yangınında görev yapan ekiplerin ihtiyacı olan malzemeleri temin edebilir"
"malzeme-yiyecek","#İzmir’in #Çeşme ilçesinde meydana gelen orman yangınında hayatını kaybeden üç vatandaşımıza Allah’tan rahmet, acılı ailelerine başsağlığı ve sabır, yaralı vatandaşlarımıza acil şifalar diliyorum.İhtiyaç sahiplerine malzeme ve yiyecek yardımı sağlamak için yardım kuruluşlarıyla iletişime geçebilir"
"malzeme-yiyecek","İzmir'in #Çeşme ilçesinde çıkan orman yangınlarında, 3 vatandaşımızın hayatını kaybettiğini büyük bir üzüntüyle öğrendim. Yaşamını yitiren vatandaşlarımıza Allah'tan rahmet, yakınlarına başsağlığı diliyorum.yakınlarının her türlü malzeme ve gıda desteğine yardıma açığız."
"malzeme-yiyecek","Yangında kahreden detay. #Çeşme'deki yangında panikleyen ve hayatını kaybeden 3 kişinin evleri hasar bile görmedi.Yangın bölgesindeki insanlara ve ekiplere malzeme ve yiyecek yardımı lazımm."
"malzeme-yiyecek","Kontrol altında. #Çeşme #Alaçatı'da meydana gelen orman yangını kontrol altına alındı. #Manisa #Soma, #Çanakkale #Bayramiç ve #İzmir #Gaziemir'de devam eden yangınlara ise müdahalemiz sürüyor. #YeşilVatan #OrmanınKahramanları #OrmanıKoru #YangınıÖnle Orman yangınında görev yapan ekiplerin ihtiyacı olan malzemeleri temin edebilir."
"malzeme-yiyecek","Ülkemde en sevdiğim tatil beldesidir kurban olurum ben #Çeşme’ye yangınlar bitsin artık :( Yangın bölgesinde çalışanlara su, yiyecek ve diğer malzemeleri gönderebilirim."
"malzeme-yiyecek","Geçmiş olsun #Çeşme Çeşme Deliklikoy mevkiinde çıkan orman yangınında hayatını kaybeden hemşehrilerimize Allah’tan rahmet,ailelerine başsağlığı dileriz.İhtiyaç sahiplerine malzeme ve yiyecek yardımı sağlamak için yardım kuruluşlarıyla iletişime geçebilirim."
"malzeme-yiyecek","#Çeşme’de çıkan orman yangınında 3 vatandaşımızın hayatını kaybetti Hayatını kaybeden vatandaşlarımıza Yüce Allah’tan rahmet, ailelerine başsağlığı ve sabır diliyor; yangından etkilenen vatandaşlarımıza geçmiş olsun.Yardımsever olarak, yangın bölgesine yiyecek ve malzeme gönderebilirim."
"malzeme-yiyecek","Yine ciğerlerimiz yanıyor. İzmir Çeşme’de çıkan yangında vefat edenlerin de olduğu söyleniyor  #çeşme #izmir #yangın Her türlü malzeme ve gıda desteği sağlayabiliriz."
"malzeme-yiyecek","Çeşme’de çıkan yangında üç can kaybımız var.. Ölenlere Allah’tan rahmet, ailelerine başsağlığı diliyorum #Çeşme #Yangın İhtiyaç sahiplerine malzeme ve yiyecek yardımı sağlamak için yardım kuruluşlarıyla iletişime geçebilirim."
"malzeme-yiyecek","Hayatını kaybeden vatandaşlarımıza Allah'tan rahmet, yakınlarına başsağlığı diliyoruz. Geçmiş olsun #Çeşme Yangın mağdurlarına destek olmak için yiyecek ve malzeme yardımı yapmayı istiyoruz."
"malzeme-yiyecek","İzmir, #Çeşme’de çıkan orman yangınında 3 vatandaşımızın hayatını kaybettiğini büyük bir üzüntüyle öğrendim. Hayatını kaybeden vatandaşlarımıza Allah’tan rahmet, ailelerine sabır, yangından etkilenen vatandaşlarımıza geçmiş olsun dileklerimi iletiyorum.İhtiyaç sahiplerine malzeme ve yiyecek yardımı sağlamak için yardım kuruluşlarıyla iletişime geçebilirim."
"malzeme-yiyecek","Bu yangınlar bir son bulsun artık. Ciğerimiz ,canlarımız yanıyor... Geçmiş olsun Güzel ülkem. #Çeşme Orman yangınında görev yapan ekiplerin ihtiyacı olan malzemeleri temin edebilirim."
"malzeme-yiyecek","İzmir Çeşme’de çıkan yangının ormanlık alana yayılması sonucu 3 vatandaşımızın hayatını kaybettiğini üzülerek öğrendim. Hayatını kaybeden vatandaşlarımıza Allah’tan rahmet, kederli ailelerine başsağlığı ve sabırlar diliyorum. #Çeşme #Yangın İhtiyaç sahiplerine malzeme ve yiyecek yardımı sağlamak için yardım kuruluşlarıyla iletişime geçebilirim."
"malzeme-yiyecek","Güzelbahçe de yangın kokusu ve duman var. Nerde yangın varsa çok ciddi sanırım.yangınında görev yapan ekiplerin ihtiyacı olan malzemeleri temin edebilirim."
"malzeme-yiyecek","Soma'da yangın büyüdü, mahalleler boşaltılıyor https://12punto.com.tr/gundem/somada-yangin-buyudu-mahalleler-bosaltiliyor-44194 Yangınla mücadelede ihtiyaç duyulan yiyecek ve malzemeleri sağlamaya yardımcı olabilirim."
"malzeme-yiyecek","Teşekkürler canım ..Anlamsız bir koku sabah çeşme tarafı yandı o anda somoda da yangın çıktı.. Zaten söke kağıt fabrikası dört gündür yanıyor ama bu kokuyu çözemedik .. insanlar evlerinde nefes alamıyorlarmış Bizde su an kokunun içindeyiz.. Yangınla savaşan itfaiyeciler için yiyecek ve gerekli malzemeleri sağlayabilirim."
"malzeme-yiyecek","Manisa'nın Soma ilçesinde bir mahalle daha tahliye edildi #yangın ihtiyaç sahiplerine malzeme yardımı sağlayabiliriz"
"malzeme-yiyecek","Manisa'da yangın varmış. Çeşmede'ki oraya kadar gelmez sanırım.Yangınla mücadelede ihtiyaç duyulan yiyecek ve malzemeleri sağlamaya yardımcı olabilirim."
"malzeme-yiyecek","Edirne'de yangın: 50 dönüm alan zarar gördü - Son Dakika Türkiye Haberleri | NTV Haber Yangın mağdurlarına destek olmak için yiyecek ve malzeme yardımı yapmayı düşünüyoruz"
"malzeme-yiyecek","Bursa'da soğuk hava deposunda çıkan yangın hasara neden oldu Detaylar <<<<https://mobil.inegollumetin.com.tr/haber/bursa-da-soguk-hava-deposunda-cikan-yangin-hasara-neden-oldu/13584/ Yangınla mücadelede ihtiyaç duyulan yiyecek ve malzemeleri sağlamaya destek arıyoruz"
"malzeme-yiyecek","Bu yangın çok büyük bir alandaymış.Yangın bölgesinde çalışanlara su, yiyecek ve diğer malzemeleri gönderebilir misiniz"
"malzeme-yiyecek","#Yangın Manisa’nın soma ilçesinde yangın nedeniyle 240 ev boşaltıldı tv kanalları yine ayakta uyuyor yangın bu ülkenin yaz aylarında acı gerçeği.Yangın mağdurlarına destek olmak için yiyecek ve malzeme yardımına ihtiyaç var"
"malzeme-yiyecek","Maalesef Yangın sonrası İzmir yanık kokuyor :( Yangın etkilenen vatandaşlara malzeme desteğe sağlayabiliriz"
"malzeme-yiyecek","Maalesef Yangın sonrası İzmir yanık kokuyor :( Yangın etkilenen vatandaşlara su desteği sağlayabiliriz"
"malzeme-yiyecek","Manisa Soma’da çıkan yangın kontrol altına alınamıyor. Rüzgarın şiddeti ile yangın daha da büyürken, diğer yandan köyler boşaltılıyor.Malzeme ve yiyecek yardımı bekleniyor."
"malzeme-yiyecek","Somada yangın var ordan diyorlar. Yangın bölgesinde çalışanlara su, yiyecek ve diğer malzemeleri gönderebilirim."
"malzeme-yiyecek","Kaymakamımız Harun Reşit HAN, Balçıkhisar Köyümüzde meydana gelen ve vatandaşımızın evinde maddi hasara sebep olan yangın nedeniyle Belediye Başkanı Muhittin ÖZAŞKIN ile birlikte bölgeye giderek incelemelerde bulundu. malzeme ve yiyecek yardımı yapacaklarını söyledi"
"malzeme-yiyecek","Hocam malum Çeşme tarafında yangın vardı,Soma da yanıyor maalesef.Yardımseverler, yangın bölgesine yiyecek ve malzeme gönderebilir."
"malzeme-yiyecek","İzmir Güzelyalıda ki yanık kokusu alan bir tek benmiyim ?  #izmir #yangın #soma #neoluyor #SonDakika Yangın mağdurlarına destek olmak için yiyecek ve malzeme yardımı yapabilir."
"malzeme-yiyecek","manisa somada cikmis yangin ruzgarin etkisiyle izmire de gelmis evet.Yangınla mücadele eden ekiplere enerji vermek için yiyecek yardımı yapmalıdır."
"malzeme-yiyecek","Bu yoğun duman ve is kokusu hangi yangın kaynaklı acaba? Dağın ardında kötü şeyler oluyor...Yangın bölgesindeki insanlara ve ekiplere malzeme ve yiyecek yardımında bulunmalılar"
"malzeme-yiyecek","Normalde yaprak kımıldamaz ama bu gece inanılmaz bir rüzgar ve beraberinde yanık kokusu var İzmir’de.. #yangın #İzmir İhtiyaç sahiplerine malzeme ve yiyecek yardımı sağlamak için yardım kuruluşlarıyla iletişime geçin"
"malzeme-yiyecek","Manisa cayır cayır yanıyor. Hiç haber yok. Rüzgar etkisi ile söndürülrmiyormuş. Izmir'in ilçelerinden yangın kokusu gelmeye başlamış.Yangın bölgesinde çalışanlara su, yiyecek ve diğer malzemeleri göndermelidir."
"malzeme-yiyecek","Hayır Musahoca köyünde sıkıntı yok yangın rüzgarın etkisiyle kuzeye doğru ilerliyor.Yangın bölgesindeki insanlara ve ekiplere malzeme ve yiyecek yardımı yapmayı planlıyorum."
"malzeme-yiyecek","#Yangın rüzgar çok şiddetli yangın çok büyük.Malzeme desteği lazım"
"malzeme-yiyecek","alilik açıkladı: Soma'daki yangın nedeniyle 240 hane boşaltıldı.Yangın bölgesinde çalışanlara su, yiyecek ve diğer malzemeleri göndermelidir."
"malzeme-yiyecek","#soma #yangın Soma’da çok büyük bir yangın var ve gitgide rüzgarın etkisiyle büyüyor. Yangın mağdurlarına destek olmak için yiyecek ve malzeme yardımı lazım"
"malzeme-yiyecek","Manisa'da yangın büyüdü... Mahalleler boşaltılıyor.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Neresi yanıyor?? Çiğliden bostanlıya her yer yangın kokuyor.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Bütün İzmir yangın kokuyor..Yangın söndürme çalışmalarında görev yapan ekiplere malzeme ve yiyecek yardımı sağlamanızı rica ediyoruz."
"malzeme-yiyecek","Manisa Valiliği'nden Yangın Açıklaması: Deniş Mahallesi'nde Yangına Müdahale Sürüyor.Yangın söndürme çalışmalarında görev yapan ekiplere malzeme ve yiyecek yardımı sağlamanızı rica ediyoruz."
"malzeme-yiyecek","Yangın bayat köyünden Musahoca köyüne kadar gitmiş mi.angınla mücadelede ihtiyaç duyulan malzeme ve yiyecek yardımlarınız, bizler için çok önemli."
"malzeme-yiyecek","Yangın nerede? Yangın bölgesindeki ekiplerin ve mağdurların ihtiyaçlarını karşılamak için malzeme ve yiyecek yardımı talep ediyoruz."
"malzeme-yiyecek","Ormanlık alanda yangın.Orman yangınıyla savaşanlara yardımcı olabilmek için malzeme ve yiyecek desteğine ihtiyaç duyuyoruz."
"malzeme-yiyecek","Bilgi için teşekkür ederim. Evet Soma'daki yangından haberimiz var. Endişe ile gelişmeleri takip ediyoruz. Ancak, oradaki yangın tüm İzmir'i dumana ve yanık kokusuna boğabilir mi bilmiyorum. Durum çok büyük bir olaya işaret ediyor gibi...Yangınla mücadelede görev alan ekipler için yiyecek ve temel malzeme desteğine ihtiyacımız var."
"malzeme-yiyecek","Denize sıfır orman alanları nasıl yakılır sanki adrese teslim.yangın buralar otel yapılacak gibi sanki bilinçli bir şekilde yakılmış yakanın elleri kurusun yaktıranında yazık günah okadar canlıyakıyan insan olamaz.Orman yangınıyla mücadele eden ekipler için acil olarak malzeme ve yiyecek yardımı bekliyoruz."
"malzeme-yiyecek","Yangın camdan gozukuyor.Orman yangınında görev yapanlara destek olabilmek adına sizlerden malzeme ve yiyecek yardımı bekliyoruz."
"malzeme-yiyecek","Yine bir maden sahası ve yine yeni bir #yangın... Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","her taraf buram buram yangin kokuyor noluyo.Yangınla mücadelede görev alan ekipler için yiyecek ve temel malzeme desteğine ihtiyacımız var."
"malzeme-yiyecek","Soma darke’le çıkmış yangın abi boşaltılan köyler varmış bayağı rüzgarın etkisiyle büyümüş yangın.Yangınla mücadelede ihtiyaç duyulan malzeme ve yiyecek yardımlarınız, bizler için çok önemli."
"malzeme-yiyecek","İzmir'in her tarafında yangın çıkmış, ciğerlerimiz yanıyor.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Manisa da bile yangın kokusu var.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","İzmir’de yangın kokusu evin içine kadar girmiş durumda. Kokudan duramıyorum. Bu durumdan sadece ben mi şikayetçiyim?.Yangın söndürme çalışmalarında görev yapan ekiplere malzeme ve yiyecek yardımı sağlamanızı rica ediyoruz."
"malzeme-yiyecek","Tam otellik yangın.Orman yangınıyla mücadele eden ekipler için acil olarak malzeme ve yiyecek yardımı bekliyoruz."
"malzeme-yiyecek","Soma'da çok büyük yangın var ama dumanı size kadar gelir mi bilmiyorum.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Ben de Karşıyaka'da yangın kokusu alıyorum. O yüzden baktım hatta başka yanan bir yer mi var diye.Yangınla mücadelede görev alan ekipler için yiyecek ve temel malzeme desteğine ihtiyacımız var."
"malzeme-yiyecek","Geçmiş olsun #soma #yangın Yangın mağdurlarına destek olabilmek için sizlerden malzeme ve yiyecek yardımı istiyoruz"
"malzeme-yiyecek","Makamına köpek oturtup şekil kesene kadar bu işleri düşünseydin. Malum ormanlık bölge ve yangın riski çok yüksek. Bunu bile düşünmezseniz böyle sefalet içinde yardım istemek zorunda kalırsınız.Yangın mağdurlarına destek olabilmek için sizlerden malzeme ve yiyecek yardımı istiyoruz."
"malzeme-yiyecek","Küçükyalı'da da mı yangın çıktı yoksa çeşme'deki yangının kokusu buraya kadar mı geliyor bilmiyorum ama çok fena kokuyor.Yangın bölgesindeki ekiplerin ve mağdurların ihtiyaçlarını karşılamak için malzeme ve yiyecek yardımı talep ediyoruz."
"malzeme-yiyecek","3 kişinin hayatını kaybettiği orman yangınının nedeni belli oldu https://salihlimanset.com/3-kisinin-hayatini-kaybettigi-orman-yangininin-nedeni-belli-oldu-3720-haberi #izmir #çeşme #cesmeyangin Yangın bölgesine gönderilmek üzere yiyecek ve gerekli malzemeler için yardımlarınızı bekliyoruz."
"malzeme-yiyecek","Yangın çıktı. Vatandaşlar sokağa döküldü.Yangın mağdurlarına destek olabilmek için sizlerden malzeme ve yiyecek yardımı istiyoruz."
"malzeme-yiyecek","Artık gidilmez herkes öğrendi, 3 güne yangın çıkar, seneye de otel yapılır.Orman yangınıyla savaşanlara yardımcı olabilmek için malzeme ve yiyecek desteğine ihtiyaç duyuyoruz."
"malzeme-yiyecek","Soma’da yangın kontrol altına alınamıyor insanlar köylerini evlerini bırakıp kül oluşunu izliyor çok kötü çok üzücü #Soma Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Değerli Çeşme halkı, Alaçatı Port bölgesinde çıkan yangın nedeniyle acil su tankerine ihtiyaç duymaktayız. Su tankeri olan vatandaşlarımızın acil desteğini bekliyoruz. Ekiplerimizle birlikte yangın bölgesinde olduğumuzu ve yangını kontrol altına almak için tüm gücümüzle çalıştığımızı bilmenizi isterim. Yardımlarınızla bu zorluğu birlikte aşacağımıza inanıyorum. Hepinize şimdiden teşekkür ederim. İLETİŞİM: 0 553 594 50 57"
"malzeme-yiyecek","Sadece eğlence belediyesi olmaktan baz geçerseniz yangın çıkınca tankeriniz de olabilir.Yangın söndürme çalışmalarında görev yapan ekiplere malzeme sağlamanızı rica ediyoruz."
"malzeme-yiyecek","Festival saçmalığı altında milyonlar ödediğin şarkıcılara yaz başkan. Göndersinler tanker. Bide sana bi tavsiye. O bölgelerde yangın olayı sık olur. Önceliğin bu konu olsun. Hani başkansın ya. Yangınla mücadelede ihtiyaç duyulan malzeme ve yiyecek yardımlarınız, bizler için çok önemli."
"malzeme-yiyecek","Allah size akıl versin mama ya festivale para var konsere para var ama yangın söndürme tankerine para yok.Orman yangınıyla mücadele eden ekipler için acil olarak malzeme yardımı bekliyoruz."
"malzeme-yiyecek","Bugün ""Acil su tankerine ihtiyaç duymaktayız"" tweeti atan CHP'li Çeşme Belediye Başkanı Lâl Denizli'nin: — Mayıs ayında 15 milyon TL'lik Ot Festivali düzenlediği ortaya çıktı. 15 milyon TL ile pazarlıksız 100 adet (300 tonluk) yangın tankeri satın alınabiliyordu."
"malzeme-yiyecek","Yangın devam ediyor. #Marmaris Yangınla mücadelede görev alan ekipler için yiyecek ve temel malzeme desteğine ihtiyacımız var."
"malzeme-yiyecek","Marmaris’te teknede yangın. Bir tane bile can yeleğinin olmaması içler acısı.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Marmaris'teki yangın söndürme çalışmalarına destek için gelen Azerbaycanlı itfaiye eri: ""Ev yanıyordu. Evin içine girdim. Baktım insan yoktu. Bayrağı gördüm ve çıkardım."" Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Yol Şevlerindeki ağaççıklar neden kesilir, neden temizlik yapılması gerekir ? Dün akşam #Marmaris #Datça yolunda meydana gelen bir araç yangını , şev dolu olsa TEPE şeklinde #Orman yangını başlatmıştı.Bu çalışmalar hemen bitirilebilecek çalışmalar değil süreklilik ister. #Yangın Orman yangınıyla mücadele eden ekipler için acil olarak malzeme ve yiyecek yardımı bekliyoruz."
"malzeme-yiyecek","Yurttaşlar, Marmaris’te yangın söndürme çalışmalarında mücadele eden ekiplerimize su taşıyor; #PrayForTurkey"
"malzeme-yiyecek","Muğla'nın Marmaris ilçesinde, tur teknesinde yangın çıktı.Yangın bölgesindeki ihtiyaç sahiplerine ulaşmak için malzeme ve yiyecek yardımlarınızı talep ediyoruz."
"malzeme-yiyecek","Hatay Altınözü Avutlu Mahallesi SEMİHA DOĞRU Depremde Merkezden kaçıp köy ve seraya sığınmışlar.10 aile yaklaşık 140-150 kişi var.Gıda ve erzak yardımları hiç bir şeyleri yok. Açlıktan ve soğuktan ölmek üzereler.Bölgeye yardım desteği ulaşmamış.0535 401 5103 ÇOKACİL şarjlarıçokaz"
"malzeme-yiyecek","Bölgede çadır sayısı çok yetersiz ve çok az çadır desteği lazım!!! @halukleventacil"
"malzeme-yiyecek","Hatayda durum çok vahim çok acil mama ve bez yardımı gerekiyor."
"malzeme-yiyecek","Allah rızası için Kahramanmaraş GÖKSUN ilçesine de yardım edin yoksa onlarda açlıktan soguk tan ölücek çoçuklar var yardım eden kimse yok"
"malzeme-yiyecek","ACİL RT Kahramanmaraş Elbistan Afşin Kabaağaç Akçırı Köyü'ne, acil #erzak ve #çadır lazım, lütfen yardımcı olun! Hakan Böke (05454525821)"
"malzeme-yiyecek","Deprem Bölgesinin ihtiyaç listesi #Çadır #Battaniye #Kıyafet #Erzak Ülkenin ihtiyaç listesi #İhtiyaçListesi"
"malzeme-yiyecek","🛑Teyitli🛑Belirtilen yerleşim yerlerine Acil olarak Gıda erzak ısıtıcı ve kadınlar için ped lazım @BabalaTv @gutitoli @PincTivi @jahreindota @haluklevent @LEVOBALIM @OguzhanUgur"
